objeto
Separador 3 Garfios Romos Fino
Tijera Roma Roma
Tijera Aguda Aguda
Mango Bisturi
Pinza Normal
Pinza Quirurgica
Pinza Backhaus
Pinza Halsted Recta 125mm
Pinza Halsted Curva 125mm
Tijera Metzenbaum Curva Fina 180mm
Pinza Bengolea Curva 245mm
Pinza Halsted Recta 140mm
